employee_id,department,role,team_size,sprint_number,project_name,experience_years,previous_kpis_count,previous_kpi_met_rate,kpi_type,unit,target_value,duration_days,work_style,pace_ratio,halfway_completion,update_frequency,pace_trend,days_remaining_pct,fell_behind,n_updates,days_since_last_update,total_output_pct,engagement_score,risk_score,consistency_score,historical_success_rate,met_target
585,Engineering,consultant,9,1,Sprint 1,1.3,2,0.31,Resolve bug reports,bugs,99,170,steady,1.4501,0.7421,1.1791,0.3854,0.1786,0,15,1,1.15,1.0,0.0,1.0,0.314,1
586,Sales,analyst,3,19,Sprint 19,11.1,3,0.52,Deploy system updates,updates,29,53,slow_starter,1.6327,0.3124,0.8907,0.3859,0.2024,0,14,2,0.593,0.838,0.0,0.894,0.477,1
587,Sales,tester,3,11,Sprint 11,5.3,18,0.74,Run quality tests,tests,52,157,struggling,0.8352,0.1527,1.1016,0.9963,0.08,0,4,0,0.297,1.0,0.299,1.0,0.618,0
588,Sales,developer,9,14,Sprint 14,4.2,18,0.06,Deploy system updates,updates,19,66,strong_starter,1.3075,0.4623,1.0841,0.2478,0.0,0,8,3,0.967,1.0,0.055,0.962,0.0,1
589,Sales,developer,4,12,Sprint 12,7.4,11,0.82,Deliver product features,features,28,169,struggling,1.0297,0.5362,1.7441,1.1057,0.2382,1,15,0,1.15,0.938,0.38,0.981,0.804,1
590,Sales,developer,10,13,Sprint 13,5.0,11,0.9,Process sales leads,leads,38,43,slow_starter,1.1335,0.02,0.9817,-1.3805,0.1079,0,10,11,0.097,1.0,0.344,0.772,0.887,0
591,QA,developer,6,3,Sprint 3,14.1,7,0.3,Conduct client calls,calls,129,143,steady,1.1892,0.7141,0.815,-0.3671,0.0722,0,4,2,1.15,0.907,0.053,0.962,0.434,1
592,QA,engineer,6,3,Sprint 3,12.4,15,0.47,Onboard new clients,clients,23,111,struggling,0.3057,0.4787,0.8225,-2.2376,0.6795,1,6,3,0.673,0.414,0.728,0.978,0.446,0
593,Marketing,engineer,7,14,Sprint 14,9.2,17,0.74,Deploy system updates,updates,12,71,steady,0.871,0.2419,0.1,-0.5143,0.02,1,8,3,0.467,0.4,0.532,1.0,0.705,0
594,Sales,engineer,8,7,Sprint 7,9.6,10,0.58,Close support tickets,tickets,204,77,strong_starter,1.1734,0.2452,0.3679,0.406,0.239,1,4,5,0.508,0.443,0.36,0.936,0.63,0
595,Sales,developer,4,22,Sprint 22,9.1,10,0.8,Complete code reviews,reviews,135,111,steady,1.1503,0.7234,1.0547,0.147,0.1533,0,13,1,1.15,0.943,0.0,0.965,0.908,1
596,Marketing,analyst,2,1,Sprint 1,13.9,20,0.61,Complete code reviews,reviews,130,126,steady,0.1,0.3593,0.6303,-2.199,0.3434,1,8,10,0.428,0.517,0.815,0.955,0.669,0
597,Sales,engineer,8,20,Sprint 20,6.7,8,0.15,Onboard new clients,clients,9,97,strong_starter,0.4633,0.3991,0.5044,-2.6285,0.4635,0,4,3,0.568,0.676,0.392,0.996,0.043,0
598,QA,designer,12,16,Sprint 16,2.2,6,0.19,Process sales leads,leads,60,33,struggling,0.4996,0.2826,1.1894,-0.4752,0.4519,0,7,5,0.526,0.932,0.446,0.917,0.219,0
599,Sales,tester,5,10,Sprint 10,11.0,6,0.42,Resolve bug reports,bugs,78,127,steady,1.4086,0.4049,0.939,-0.4467,0.1283,0,11,3,0.727,0.939,0.049,0.873,0.59,1
600,Sales,developer,11,22,Sprint 22,9.9,2,0.01,Resolve bug reports,bugs,48,90,strong_starter,0.6235,0.02,0.6674,-0.3132,0.2885,1,9,11,0.054,0.503,0.739,0.967,0.0,0
601,Marketing,developer,3,4,Sprint 4,8.6,1,0.33,Deploy system updates,updates,19,128,struggling,0.7377,0.3098,0.864,-1.2782,0.0559,1,7,9,0.615,0.565,0.67,1.0,0.3,0
602,Marketing,tester,8,10,Sprint 10,14.7,11,0.13,Process sales leads,leads,183,41,steady,0.7644,0.483,1.0848,0.9702,0.0468,0,19,0,0.973,1.0,0.136,0.99,0.379,1
603,Product,designer,4,3,Sprint 3,5.1,16,0.43,Complete code reviews,reviews,96,73,steady,1.0969,0.3831,1.0605,0.2941,0.1145,0,15,0,0.873,1.0,0.183,0.969,0.533,1
604,QA,developer,6,20,Sprint 20,12.5,8,0.52,Complete code reviews,reviews,157,101,strong_starter,0.6306,0.3416,0.3401,-1.4466,0.3963,1,5,3,0.552,0.352,0.614,0.964,0.521,0
605,QA,engineer,5,5,Sprint 5,1.3,5,0.04,Onboard new clients,clients,27,68,strong_starter,0.6015,0.334,1.1943,-0.4607,0.1951,0,16,3,0.728,1.0,0.392,0.927,0.236,1
606,Product,consultant,10,16,Sprint 16,7.1,3,0.85,Deploy system updates,updates,13,156,steady,1.6157,0.5417,1.2114,1.8452,0.0868,0,10,3,1.15,1.0,0.0,0.895,0.869,1
607,Sales,consultant,10,9,Sprint 9,8.7,18,0.21,Deliver product features,features,21,102,steady,1.3353,0.5084,1.5684,-0.4243,0.0051,0,12,1,1.012,1.0,0.082,1.0,0.207,1
608,Sales,designer,12,4,Sprint 4,13.4,0,0.5,Process sales leads,leads,76,136,struggling,1.0374,0.1415,0.9426,0.802,0.4209,1,6,0,0.274,0.519,0.494,1.0,0.466,0
609,Engineering,developer,4,1,Sprint 1,1.7,15,0.45,Deliver product features,features,33,125,slow_starter,0.4774,0.1412,0.4053,0.8836,0.2075,0,5,5,0.324,0.723,0.314,1.0,0.565,0
610,QA,developer,11,5,Sprint 5,3.6,1,0.8,Close support tickets,tickets,124,41,struggling,0.4164,0.1542,0.4849,-1.1816,0.3313,1,2,2,0.349,0.348,0.849,0.969,0.655,0
611,Product,analyst,5,13,Sprint 13,1.8,6,0.16,Deliver product features,features,43,127,steady,1.2652,0.5235,0.9251,0.6195,0.1427,0,15,4,1.132,0.858,0.013,1.0,0.218,1
612,QA,consultant,6,22,Sprint 22,9.3,11,0.67,Complete code reviews,reviews,60,106,strong_starter,1.716,0.7354,1.1622,0.6815,0.0967,0,6,2,1.15,1.0,0.0,1.0,0.597,1
613,Marketing,tester,8,3,Sprint 3,11.5,11,0.61,Onboard new clients,clients,17,129,steady,0.9827,0.3975,0.8005,-1.0664,0.019,0,18,0,0.717,0.889,0.247,1.0,0.679,1
614,Sales,consultant,12,23,Sprint 23,2.7,15,0.53,Close support tickets,tickets,171,117,steady,0.7827,0.2653,0.2624,1.7879,0.1936,1,8,13,0.598,0.399,0.646,0.975,0.492,0
615,QA,developer,4,5,Sprint 5,10.4,9,0.84,Onboard new clients,clients,16,50,strong_starter,0.3528,0.2242,0.6827,-0.286,0.2449,1,2,10,0.534,0.523,0.822,0.829,0.872,0
616,Marketing,engineer,10,14,Sprint 14,6.5,14,0.66,Close support tickets,tickets,181,49,strong_starter,0.9515,0.3593,0.5262,-1.2256,0.2651,1,7,6,0.646,0.453,0.553,0.942,0.666,0
617,Engineering,engineer,12,15,Sprint 15,3.1,5,0.84,Resolve bug reports,bugs,89,50,slow_starter,0.3469,0.2482,0.6332,-2.3693,0.4944,1,7,9,0.447,0.373,0.815,0.815,0.825,0
618,QA,tester,6,11,Sprint 11,14.5,5,0.21,Resolve bug reports,bugs,55,180,struggling,0.4915,0.5498,0.5073,0.4194,0.0375,1,10,13,1.15,0.48,0.658,1.0,0.069,0
619,Engineering,designer,3,1,Sprint 1,3.0,15,0.46,Resolve bug reports,bugs,28,141,strong_starter,1.3033,0.4124,1.0732,0.0773,0.0615,0,12,0,0.883,0.921,0.082,0.984,0.366,1
620,Marketing,developer,12,23,Sprint 23,10.3,9,0.09,Process sales leads,leads,154,107,strong_starter,0.7546,0.0665,0.6319,-1.9152,0.3646,1,4,5,0.122,0.405,0.675,0.878,0.14,0
621,Sales,designer,12,5,Sprint 5,9.9,13,0.84,Close support tickets,tickets,218,78,slow_starter,1.1765,0.65,0.6474,0.517,0.0507,0,11,11,1.15,0.906,0.022,0.836,0.878,0
622,QA,engineer,3,6,Sprint 6,13.6,14,0.96,Deliver product features,features,27,148,slow_starter,0.8235,0.683,0.721,-0.8051,0.0181,0,16,0,1.15,0.853,0.164,0.941,0.868,1
623,QA,engineer,7,1,Sprint 1,2.0,13,0.98,Process sales leads,leads,92,81,slow_starter,1.6489,0.4195,0.9702,-0.054,0.0621,0,15,3,0.819,0.908,0.0,0.958,1.0,1
624,QA,designer,10,19,Sprint 19,11.0,15,0.23,Process sales leads,leads,171,104,steady,0.6,0.5674,1.7323,-0.0386,0.0797,1,14,0,1.115,0.952,0.558,1.0,0.267,1
625,QA,designer,3,16,Sprint 16,9.5,20,0.35,Process sales leads,leads,110,171,steady,1.1652,0.6532,0.9901,-0.5016,0.0458,0,13,0,1.15,0.957,0.144,0.861,0.336,1
626,Sales,tester,5,19,Sprint 19,13.7,10,0.92,Resolve bug reports,bugs,39,150,strong_starter,1.5487,0.5571,1.3362,0.4598,0.0399,0,4,2,1.127,1.0,0.0,1.0,1.0,1
627,QA,designer,12,21,Sprint 21,11.2,15,0.8,Onboard new clients,clients,7,105,struggling,0.7586,0.2303,0.2668,0.1654,0.5496,0,6,0,0.502,0.591,0.248,1.0,0.836,0
628,Sales,analyst,11,16,Sprint 16,2.0,13,0.94,Resolve bug reports,bugs,26,153,steady,1.081,0.4293,1.4254,-0.0937,0.0,0,4,4,0.881,1.0,0.117,0.947,0.854,1
629,Product,developer,12,6,Sprint 6,3.0,16,0.03,Run quality tests,tests,26,34,steady,0.9878,0.25,0.8297,0.008,0.1549,1,12,3,0.568,0.638,0.553,0.912,0.0,1
630,QA,developer,7,12,Sprint 12,11.7,17,0.27,Process sales leads,leads,88,60,struggling,0.8998,0.552,0.7226,1.759,0.0864,1,3,12,1.15,0.629,0.474,0.757,0.253,0
631,QA,designer,3,4,Sprint 4,11.8,19,0.78,Run quality tests,tests,97,56,struggling,0.2862,0.1307,0.9117,0.6101,0.3508,0,2,6,0.216,0.918,0.517,0.839,0.782,0
632,Engineering,analyst,7,6,Sprint 6,11.1,14,0.76,Close support tickets,tickets,169,56,slow_starter,0.9336,0.7477,0.8302,-1.1892,0.0,0,12,0,1.15,0.992,0.136,0.999,0.869,1
633,Engineering,analyst,9,14,Sprint 14,11.7,0,0.5,Complete code reviews,reviews,123,115,struggling,0.8789,0.1766,0.3082,0.5498,0.3555,1,7,3,0.403,0.279,0.59,1.0,0.447,0
634,Product,developer,8,12,Sprint 12,9.6,7,0.15,Write documentation pages,pages,28,159,steady,0.691,0.3926,1.4181,0.6302,0.0884,0,10,2,0.792,1.0,0.269,0.943,0.099,1
635,QA,designer,10,22,Sprint 22,5.7,0,0.5,Conduct client calls,calls,37,139,slow_starter,1.0024,0.5332,1.1601,-3.7072,0.0273,0,11,5,0.617,1.0,0.214,0.898,0.532,1
636,QA,analyst,8,2,Sprint 2,6.2,1,0.66,Run quality tests,tests,28,51,slow_starter,0.8914,0.4694,0.8069,-0.455,0.345,0,16,4,0.921,0.739,0.222,0.975,0.592,1
637,QA,designer,12,23,Sprint 23,8.5,9,0.72,Close support tickets,tickets,201,163,strong_starter,0.9606,0.4057,1.1756,-0.8096,0.1463,1,5,15,0.654,0.623,0.499,0.886,0.721,0
638,QA,consultant,5,18,Sprint 18,9.6,19,0.65,Resolve bug reports,bugs,82,67,struggling,0.9552,0.2171,0.1,1.8989,0.1604,0,3,13,0.497,0.589,0.277,0.86,0.623,0
639,Marketing,developer,8,24,Sprint 24,10.9,4,0.52,Deploy system updates,updates,18,107,steady,1.4952,0.25,1.3383,-0.5735,0.2235,0,13,0,0.504,1.0,0.059,0.949,0.481,1
640,Sales,engineer,2,18,Sprint 18,9.1,7,0.83,Run quality tests,tests,90,109,steady,1.0989,0.5342,1.3349,-1.8664,0.1301,0,11,0,0.832,1.0,0.0,0.965,0.76,1
641,Product,consultant,10,12,Sprint 12,2.3,20,0.94,Run quality tests,tests,34,45,slow_starter,0.8439,0.1792,0.5555,1.3465,0.4392,1,9,5,0.434,0.379,0.599,0.909,0.892,0
642,Marketing,tester,12,22,Sprint 22,8.2,19,0.23,Close support tickets,tickets,156,116,struggling,1.1031,0.276,0.8055,1.2512,0.4444,1,2,10,0.664,0.533,0.42,0.881,0.31,0
643,Sales,engineer,7,17,Sprint 17,8.9,11,0.45,Process sales leads,leads,65,126,steady,0.9019,0.498,1.6158,0.2974,0.0346,1,9,2,0.959,0.924,0.506,1.0,0.503,1
644,Sales,designer,5,15,Sprint 15,1.6,16,0.4,Deploy system updates,updates,11,53,slow_starter,0.9143,0.705,0.9782,-1.0093,0.0845,0,18,2,1.15,1.0,0.051,0.898,0.271,1
645,QA,consultant,9,24,Sprint 24,14.6,5,0.14,Resolve bug reports,bugs,89,157,struggling,0.8006,0.325,1.0828,-0.0822,0.2434,1,7,8,0.561,0.796,0.608,0.96,0.189,0
646,Sales,designer,9,2,Sprint 2,11.3,17,0.37,Complete code reviews,reviews,161,165,strong_starter,1.2844,0.5203,0.8654,1.0094,0.1347,0,9,4,1.15,0.942,0.1,0.977,0.395,1
647,Product,engineer,10,5,Sprint 5,2.2,9,0.99,Deploy system updates,updates,13,60,strong_starter,1.3106,0.4385,1.0984,0.4881,0.014,0,22,0,0.855,1.0,0.08,0.949,1.0,1
648,Product,developer,5,6,Sprint 6,12.4,15,0.0,Complete code reviews,reviews,66,180,steady,1.4816,0.5358,1.9636,-1.5465,0.1624,0,17,3,0.896,1.0,0.0,1.0,0.048,1
649,Marketing,designer,7,13,Sprint 13,7.4,19,0.13,Close support tickets,tickets,146,153,struggling,0.9808,0.1472,0.5517,-1.384,0.2459,1,10,8,0.384,0.457,0.567,0.953,0.079,0
650,Product,engineer,11,22,Sprint 22,9.5,12,0.23,Onboard new clients,clients,24,144,strong_starter,1.085,0.6979,1.1188,-0.5228,0.0167,0,11,2,1.15,0.975,0.041,0.993,0.083,1
651,Sales,consultant,2,19,Sprint 19,9.6,9,0.56,Onboard new clients,clients,26,101,slow_starter,0.4749,0.198,0.3812,-0.1389,0.2775,1,5,10,0.477,0.451,0.654,0.93,0.546,0
652,Engineering,tester,10,7,Sprint 7,11.4,16,0.9,Conduct client calls,calls,99,168,struggling,0.7419,0.2403,0.6553,-0.1835,0.2189,1,4,5,0.483,0.526,0.674,0.946,0.923,0
653,Sales,consultant,11,15,Sprint 15,1.7,17,0.61,Complete code reviews,reviews,34,100,steady,0.9599,0.4748,0.6024,-0.593,0.3268,1,3,7,0.931,0.475,0.46,0.941,0.544,0
654,Engineering,tester,7,13,Sprint 13,4.2,3,0.98,Close support tickets,tickets,127,141,steady,1.2829,0.5291,0.9862,-0.0479,0.0943,0,11,3,1.033,1.0,0.101,0.934,0.986,1
655,QA,consultant,4,2,Sprint 2,9.4,10,0.18,Complete code reviews,reviews,95,52,steady,0.9308,0.4943,1.7608,0.0117,0.1324,0,15,0,0.947,1.0,0.135,0.857,0.224,1
656,Product,developer,8,4,Sprint 4,1.3,7,0.75,Deliver product features,features,28,66,strong_starter,1.6341,0.5607,0.5985,-0.3571,0.0587,0,8,3,1.122,0.764,0.0,1.0,0.902,1
657,Product,designer,10,14,Sprint 14,1.4,0,0.5,Run quality tests,tests,69,59,steady,1.845,0.4137,2.0402,-0.0396,0.0467,0,14,0,0.844,1.0,0.0,1.0,0.495,1
658,Engineering,analyst,10,21,Sprint 21,11.9,9,0.57,Close support tickets,tickets,108,171,struggling,0.7382,0.3713,0.9712,-2.1707,0.3818,1,6,8,0.634,0.514,0.543,0.856,0.526,0
659,Sales,analyst,10,14,Sprint 14,14.4,17,0.45,Run quality tests,tests,46,66,strong_starter,1.4459,0.5231,0.6244,-0.1842,0.0,1,8,2,0.968,0.605,0.261,0.974,0.428,1
660,QA,developer,11,9,Sprint 9,12.7,12,1.0,Process sales leads,leads,104,72,steady,1.3009,0.6496,1.1939,0.9713,0.0809,0,15,1,1.15,1.0,0.0,0.952,1.0,1
661,Marketing,tester,3,10,Sprint 10,1.8,3,0.83,Run quality tests,tests,56,41,struggling,1.4408,0.704,0.6528,1.7681,0.0714,0,15,0,1.15,0.855,0.0,1.0,0.938,1
662,Product,consultant,7,21,Sprint 21,4.3,14,0.27,Deploy system updates,updates,19,159,strong_starter,0.6528,0.504,0.5631,0.5845,0.02,1,14,15,1.053,0.421,0.602,0.833,0.306,0
663,Sales,consultant,2,20,Sprint 20,7.4,0,0.5,Conduct client calls,calls,78,114,steady,1.207,0.4082,1.4611,1.2361,0.1878,0,13,0,0.966,1.0,0.025,1.0,0.668,1
664,Engineering,tester,2,22,Sprint 22,7.0,3,0.35,Onboard new clients,clients,27,130,slow_starter,1.0893,0.8423,1.111,-0.0685,0.0433,0,19,0,1.15,1.0,0.0,1.0,0.32,1
665,Engineering,engineer,9,12,Sprint 12,14.1,14,0.01,Write documentation pages,pages,34,75,struggling,0.5907,0.4699,1.0992,0.3592,0.2083,0,5,8,0.99,0.928,0.359,0.898,0.0,0
666,Product,consultant,5,8,Sprint 8,14.7,11,0.04,Write documentation pages,pages,22,53,struggling,0.4492,0.2244,0.5981,1.7282,0.3333,1,4,9,0.509,0.455,0.782,0.891,0.038,0
667,QA,engineer,6,19,Sprint 19,7.8,5,0.55,Process sales leads,leads,83,31,strong_starter,1.5261,0.6671,0.8395,2.7808,0.1294,0,9,5,1.15,0.895,0.0,0.83,0.607,1
668,Sales,consultant,3,5,Sprint 5,4.3,18,0.86,Process sales leads,leads,174,74,strong_starter,1.4322,0.6199,1.1146,1.9978,0.0718,0,17,1,1.15,1.0,0.0,0.968,0.968,1
669,Marketing,tester,6,22,Sprint 22,8.6,14,0.0,Resolve bug reports,bugs,39,35,struggling,0.5021,0.189,1.2563,0.7256,0.02,1,5,0,0.358,0.64,0.736,0.943,0.005,0
670,QA,developer,3,22,Sprint 22,8.0,15,0.36,Close support tickets,tickets,122,140,struggling,0.2612,0.3124,0.4955,1.3021,0.4976,0,9,6,0.806,0.571,0.432,0.953,0.54,0
671,Marketing,designer,7,1,Sprint 1,6.2,10,0.08,Conduct client calls,calls,26,101,steady,0.6454,0.2725,0.1874,0.6905,0.4334,1,9,4,0.547,0.18,0.664,0.906,0.0,0
672,Sales,analyst,4,11,Sprint 11,5.0,20,0.63,Conduct client calls,calls,108,138,slow_starter,0.5856,0.2266,0.4586,0.1631,0.3111,1,6,8,0.411,0.395,0.705,0.867,0.71,0
673,Sales,engineer,9,8,Sprint 8,14.4,1,0.82,Close support tickets,tickets,191,115,strong_starter,0.462,0.3135,0.9693,0.6682,0.3048,1,5,12,0.703,0.565,0.681,0.792,0.832,0
674,QA,tester,3,3,Sprint 3,14.6,1,0.38,Deliver product features,features,57,142,struggling,0.6777,0.4704,0.7277,1.1177,0.2024,0,10,5,1.085,0.757,0.3,0.866,0.359,0
675,Marketing,consultant,8,3,Sprint 3,2.0,1,0.56,Complete code reviews,reviews,45,143,steady,1.2145,0.4671,0.7229,1.2807,0.0907,0,11,2,1.15,0.92,0.132,1.0,0.573,1
676,Marketing,consultant,11,1,Sprint 1,7.1,14,0.8,Deliver product features,features,47,135,strong_starter,0.6,0.4449,0.9166,-1.7124,0.0,0,5,1,0.778,1.0,0.347,0.944,0.645,1
677,Product,tester,5,4,Sprint 4,2.0,19,0.71,Write documentation pages,pages,51,36,slow_starter,0.6432,0.3623,0.7778,0.1743,0.0087,0,14,1,0.738,0.966,0.275,0.993,0.709,1
678,QA,designer,11,15,Sprint 15,3.2,4,0.8,Process sales leads,leads,62,160,steady,1.0133,0.6639,1.3789,-0.6911,0.0836,1,14,1,1.15,0.841,0.487,0.917,0.79,1
679,Marketing,analyst,4,16,Sprint 16,5.0,10,0.29,Deploy system updates,updates,38,121,strong_starter,0.8638,0.6246,0.5302,0.7309,0.0433,0,10,0,1.15,0.853,0.166,1.0,0.423,1
680,Marketing,engineer,8,12,Sprint 12,3.3,6,0.64,Complete code reviews,reviews,44,90,steady,1.1686,0.4618,1.2389,-0.2487,0.0546,0,6,3,0.881,1.0,0.042,0.988,0.579,1
681,QA,tester,7,19,Sprint 19,8.7,10,0.62,Conduct client calls,calls,105,151,strong_starter,0.6617,0.4317,0.8572,-0.3742,0.0525,1,15,16,0.867,0.589,0.6,0.867,0.721,0
682,Engineering,consultant,5,23,Sprint 23,3.8,19,0.21,Onboard new clients,clients,28,40,slow_starter,1.1683,0.4302,0.9199,1.5833,0.244,0,19,3,0.984,0.733,0.118,0.925,0.221,1
683,Sales,engineer,7,1,Sprint 1,1.6,0,0.5,Write documentation pages,pages,61,126,steady,1.114,0.3543,1.2695,1.0454,0.1614,0,16,3,0.762,1.0,0.153,0.982,0.58,1
684,Product,engineer,2,7,Sprint 7,3.4,5,0.22,Onboard new clients,clients,9,179,strong_starter,0.8738,0.6116,1.2819,-0.2624,0.02,1,10,5,1.15,0.787,0.445,1.0,0.095,0
685,Sales,developer,3,1,Sprint 1,12.6,4,0.38,Run quality tests,tests,51,75,steady,0.8198,0.588,1.2918,1.0557,0.0292,0,9,0,1.15,1.0,0.093,0.989,0.273,1
686,Product,consultant,4,17,Sprint 17,14.7,19,0.88,Conduct client calls,calls,59,146,steady,0.6704,0.6754,1.2652,0.8444,0.1829,0,11,1,1.15,1.0,0.266,0.993,0.732,1
687,QA,consultant,7,11,Sprint 11,9.2,20,0.24,Complete code reviews,reviews,63,78,strong_starter,0.6,0.4589,1.4391,1.2171,0.1823,1,9,5,0.981,0.832,0.622,0.927,0.347,1
688,Sales,developer,5,2,Sprint 2,9.6,8,0.87,Conduct client calls,calls,129,167,struggling,0.9167,0.3511,1.0868,-0.0898,0.404,0,15,1,0.643,0.82,0.177,1.0,0.984,1
689,Marketing,engineer,4,17,Sprint 17,6.1,20,0.75,Onboard new clients,clients,9,50,slow_starter,1.0029,0.3344,0.523,-0.0543,0.2274,1,12,7,0.661,0.33,0.489,0.902,0.665,0
690,QA,consultant,9,16,Sprint 16,4.4,12,0.64,Complete code reviews,reviews,112,125,strong_starter,0.9048,0.651,0.5779,1.5136,0.0521,0,11,0,1.15,0.939,0.182,0.957,0.731,1
691,Sales,designer,5,10,Sprint 10,6.7,12,0.57,Conduct client calls,calls,48,81,steady,1.0177,0.7324,1.3543,-2.8875,0.0096,0,16,2,0.991,1.0,0.0,0.971,0.747,1
692,Product,designer,10,12,Sprint 12,3.8,1,0.47,Run quality tests,tests,30,64,slow_starter,0.9173,0.6286,0.8847,0.7802,0.5764,1,8,7,1.15,0.554,0.421,0.855,0.481,0
693,QA,developer,6,13,Sprint 13,0.9,14,0.23,Onboard new clients,clients,16,134,steady,1.3162,0.6517,0.5958,2.4528,0.0423,0,11,0,1.15,0.838,0.0,1.0,0.292,1
694,Engineering,developer,5,4,Sprint 4,2.2,11,0.04,Deliver product features,features,26,158,steady,1.0512,0.6577,0.7994,-0.1922,0.0,0,7,5,1.15,0.923,0.165,0.96,0.021,1
695,Product,analyst,11,5,Sprint 5,15.0,17,0.91,Write documentation pages,pages,26,107,strong_starter,0.7153,0.2813,0.5554,0.9077,0.321,1,9,13,0.633,0.377,0.562,0.886,0.896,0
696,Marketing,consultant,2,16,Sprint 16,10.0,4,0.87,Write documentation pages,pages,60,133,struggling,0.7236,0.2976,1.3951,-1.8132,0.0214,1,7,6,0.503,0.881,0.685,0.88,0.825,0
697,Marketing,designer,9,11,Sprint 11,12.0,10,0.85,Conduct client calls,calls,80,89,slow_starter,1.2115,0.6479,1.8258,1.4013,0.0949,0,9,0,1.15,1.0,0.034,0.934,0.815,1
698,Marketing,engineer,7,5,Sprint 5,8.9,4,0.31,Deploy system updates,updates,19,142,strong_starter,1.3282,0.5892,1.2733,0.7712,0.2464,0,13,1,1.15,1.0,0.0,0.984,0.294,1
699,QA,consultant,10,10,Sprint 10,5.2,0,0.5,Write documentation pages,pages,31,87,steady,0.7452,0.41,1.3553,0.6038,0.1092,0,14,2,0.932,1.0,0.206,1.0,0.53,1
700,Marketing,tester,11,13,Sprint 13,14.7,6,0.95,Complete code reviews,reviews,69,114,slow_starter,0.5409,0.112,0.7388,-0.4789,0.5204,1,5,3,0.258,0.486,0.758,1.0,0.947,0
701,QA,consultant,6,3,Sprint 3,3.0,17,0.18,Onboard new clients,clients,6,114,struggling,0.7631,0.4747,0.8076,-0.5362,0.4893,0,2,18,0.813,0.745,0.25,0.835,0.261,0
702,QA,developer,5,8,Sprint 8,4.7,16,0.07,Close support tickets,tickets,87,80,strong_starter,0.825,0.5765,0.8834,0.6747,0.0942,1,13,0,1.15,0.639,0.544,0.97,0.0,1
703,Engineering,analyst,10,14,Sprint 14,7.4,2,0.39,Complete code reviews,reviews,113,135,steady,1.2595,0.5354,1.3624,-0.6464,0.0,0,10,0,0.998,1.0,0.073,0.986,0.402,1
704,QA,analyst,11,19,Sprint 19,14.1,18,0.2,Conduct client calls,calls,59,140,slow_starter,0.7426,0.3292,0.6128,0.2117,0.1886,0,11,6,0.607,0.798,0.262,0.99,0.377,0
705,QA,tester,5,17,Sprint 17,5.3,18,0.88,Conduct client calls,calls,20,66,strong_starter,0.8955,0.5865,0.4831,0.8493,0.0203,0,10,0,1.15,0.838,0.167,0.957,1.0,1
706,Product,designer,11,6,Sprint 6,6.5,5,0.9,Deliver product features,features,26,146,strong_starter,0.9049,0.25,1.2359,-0.8653,0.189,0,11,3,0.527,0.977,0.235,0.976,1.0,1
707,Engineering,analyst,4,9,Sprint 9,13.3,17,0.29,Complete code reviews,reviews,175,54,strong_starter,0.9288,0.4568,1.2426,-0.285,0.1137,0,6,6,0.82,1.0,0.19,0.985,0.184,1
708,Marketing,engineer,7,3,Sprint 3,11.5,16,0.77,Conduct client calls,calls,136,156,strong_starter,1.6158,0.646,1.2218,-0.7331,0.1514,0,10,4,1.149,1.0,0.0,0.925,0.829,1
709,Engineering,engineer,12,23,Sprint 23,10.3,14,0.38,Resolve bug reports,bugs,41,159,slow_starter,1.2392,0.7093,0.4748,1.5206,0.3255,0,11,5,1.15,0.624,0.0,1.0,0.313,1
710,Sales,developer,12,24,Sprint 24,7.2,14,0.07,Deploy system updates,updates,8,32,steady,0.9439,0.6231,1.081,0.9931,0.1214,0,14,1,1.15,0.95,0.2,0.937,0.16,1
711,Sales,analyst,2,20,Sprint 20,2.0,9,0.12,Onboard new clients,clients,7,150,strong_starter,0.6369,0.3303,0.4715,-1.4676,0.0557,0,3,6,0.574,0.822,0.324,0.916,0.005,0
712,Product,analyst,5,23,Sprint 23,1.0,17,0.22,Close support tickets,tickets,213,99,slow_starter,1.2248,0.7336,1.5106,1.1309,0.1575,0,19,2,1.15,1.0,0.0,0.946,0.219,1
713,Product,designer,2,20,Sprint 20,0.6,12,0.77,Run quality tests,tests,102,56,steady,1.1158,0.8097,1.1076,1.6467,0.0608,0,11,0,1.15,1.0,0.011,1.0,0.785,1
714,Engineering,engineer,7,7,Sprint 7,10.4,2,0.22,Conduct client calls,calls,45,53,slow_starter,1.0084,0.8408,1.0481,1.6293,0.0639,0,15,3,1.15,0.882,0.045,1.0,0.262,1
715,Engineering,developer,7,18,Sprint 18,9.6,19,0.21,Complete code reviews,reviews,72,41,slow_starter,1.2159,0.2989,0.835,0.8025,0.1369,0,17,1,0.666,0.894,0.075,0.863,0.244,1
716,Product,analyst,2,13,Sprint 13,10.0,0,0.5,Deliver product features,features,22,84,strong_starter,1.1452,0.4535,0.5295,1.0427,0.0761,0,15,5,0.894,0.754,0.095,1.0,0.369,1
717,Product,engineer,3,7,Sprint 7,6.5,19,0.5,Deliver product features,features,50,101,struggling,1.2,0.3204,0.5912,-0.5679,0.2389,0,10,2,0.622,0.746,0.086,1.0,0.534,0
718,Marketing,developer,12,23,Sprint 23,6.1,4,0.33,Process sales leads,leads,73,94,struggling,0.8656,0.4707,0.1936,1.5775,0.02,1,4,5,1.119,0.382,0.504,0.946,0.252,0
